object.id,scat.id,collected.by,collect.id,year,month,day,season,GPS_LAT,GPS_LONG,collect.site,ecological.type.primary,human.site.primary,anth.food.present,anth.amount,anth.food.source,em.pres,ech.qpcr,em.qpcr,ech.cp,em.cp,pathogen.load,qc,Apples,Anthro,Birdseed,UnkSeed,NatPrey,Veg,Garbage,Berries,SageAnthro,SageAnthro2
SC_176,SC176,SS,20200418.15,2020,4,18,spring,53.44895241,-113.5512618,may common garden,Developed,Walking path,1,1,community garden ,0,NEG,NEG,NA,NA,absent,19.51,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,Berries,No,No
SC_261,SC261,DS,20200417.18,2020,4,17,spring,53.53068746,-113.4787943,Mutart camera site 2,Forest,Walking path,0,0,NA,1,POS,POS,31.75,34.11,low,22.01,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,Berries,No,No
SC_062,SC62,DS,20190331.13,2019,3,31,spring,53.49588508,-113.5425332,University Farm,Naturalized,Walking path,0,0,NA,1,POS,POS,39.99,36.97,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,Berries,No,No
SC_084,SC84,CCSC,20190516.16,2019,5,16,spring,NA,NA,Epcor,Forest,Walking path,,,,1,POS,POS,39.99,33.85,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,Berries,No,No
SC_125,SC125,DS,20200203.11,2020,2,3,winter,53.44381943,-113.5012865,Bearspaw dog park,Maintained,Dog park,1,1,bird feeders,0,NEG,NEG,NA,NA,absent,19.08,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_233,SC233,DS,20200226.13,2020,2,26,winter,53.44381943,-113.5012865,Bearspaw dog park,Maintained,Dog park,1,1,bird feeders,0,NEG,NEG,NA,NA,absent,20.87,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_249,SC249,DS,20200226.13,2020,2,26,winter,53.44381943,-113.5012865,Bearspaw residential,Developed,Residential,1,1,birdfeeders,0,NEG,NEG,NA,NA,absent,23.03,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_016,SC16,DS,20190319.15,2019,3,19,winter,53.50999505,-113.5632142,Laurier Drive,Developed,Residential,1,2,Feeding occurs here,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_119,SC119,DS,20200103.15,2020,1,3,winter,53.52108713,-113.5031434,strathcona garden,Compost,Compost,1,2,"large, uncontained compost",0,NEG,NEG,NA,NA,absent,24.51,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_109,SC109,DS,20200103.12,2020,1,3,winter,53.51865633,-113.5399031,Hawrelak dog park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,24.33,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_135,SC135,DS,20200101.13,2020,1,1,winter,53.44154145,-113.5602891,terwillegar dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,24.71,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_014,SC14,CH,20190319.17,2019,3,19,winter,53.55820648,-113.4560358,Kinnard,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_144,SC144,CCSC,20200228.15,2020,2,28,winter,53.48625807,-113.5567811,Rainbow Valley Bridge,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,22.97,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_145,SC145,CCSC,20200228.15,2020,2,28,winter,53.48625807,-113.5567811,Rainbow Valley Bridge,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,23.49,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_147,SC147,N,20200219,2020,2,19,winter,53.53319955,-113.5472317,mayfair golf course,Maintained,Golf course,0,0,NA,0,NEG,NEG,NA,NA,absent,26.04,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_158,SC158,DS,20200101.13,2020,1,1,winter,53.44154145,-113.5602891,terwillegar dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,24.9,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_223,SC223,CCSC,20200329.14,2020,3,29,spring,53.52780169,-113.5154537,south campus trails,Naturalized,Walking path,0,0,NA,0,POS,NEG,31.97,NA,absent,21.56,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_235,SC235,CCSC,20200323.15,2020,3,23,spring,53.51886046,-113.5401069,Hawrelak park ,Maintained,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,20.09,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_246,SC246,DS,20200102.14,2020,1,2,winter,NA,NA,91ST Dog Park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,21.55,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_036,SC36,DS,20190115.11,2019,1,15,winter,53.48625807,-113.5567811,Rainbow Valley Bridge,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_039,SC39,DS,20190131.1,2019,1,31,winter,53.60951723,-113.5720073,Rampart Industrial Pond,Naturalized,Stormwater Pond,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_049,SC49,RG,20180815.13,2018,8,15,summer,53.59871788,-113.6030614,Humane Society,Naturalized,Industrial,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_085,SC85,CCSC,20170525.11,2017,5,25,spring,53.48625807,-113.5567811,Rainbow Valley Bridge,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_091,SC91,MR,20190303.13,2019,3,3,winter,53.47513794,-113.640384,Wedgewood Ravine,Forest,Dog park,0,0,NA,1,POS,POS,39.99,37.22,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_093,SC93,DS,20190500,2019,5,NA,spring,NA,NA,Leduc Park,Developed,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_094,SC94,AH,20190110.09,2019,1,10,winter,53.48007662,-113.6083388,terwillegar dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_096,SC96,MR,20190310.14,2019,3,10,winter,53.47513794,-113.640384,Wedgewood Ravine,Forest,Dog park,0,0,NA,0,WEAK POS (low copy number),WEAK POS (low copy number),40,40,very low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_118,SC118,DS,20200203.12,2020,2,3,winter,53.44853791,-113.5511012,may common path,Developed,Walking path,1,1,near garden,0,NEG,NEG,NA,NA,absent,24.44,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_001,SC01,DS,20181228.15,2018,12,28,winter,53.49736013,-113.4370009,Roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_033,SC33,DS,20190418.08,2019,4,18,spring,53.53319955,-113.5472317,Mayfair Golf Course,Compost,Golf course,1,1,vegetation compost,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_066,SC66,"HG, PW",20171111.12,2017,11,11,autumn,53.55040571,-113.463947,Riverside golf course,Maintained,Golf course,1,1,vegetation compost,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_086,SC86,DS,20190331.13,2019,3,31,spring,53.53319955,-113.5472317,Mayfair Golf Course,Compost,Golf course,1,1,vegetation compost,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_012,SC12,DS,20190319.16,2019,3,19,winter,53.50903511,-113.5639922,zoo - Laurier heights fence,Developed,Zoo,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_186,SC186,SS,20200418.12,2020,4,18,spring,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,1,POS,POS,26.63,28.54,moderate,19.77,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_205,SC205,SS,20200316.17,2020,3,16,winter,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,21.99,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_133,SC133,CS,20191217.14,2019,12,17,autumn,53.55047319,-113.4743361,riverview area,,,,,,0,NEG,NEG,NA,NA,absent,24.74,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_148,SC148,SS,20200223.12,2020,2,23,winter,NA,NA,Epcor,,,,,,0,NEG,NEG,NA,NA,absent,25.9,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_166,SC166,SS,20200306.09,2020,3,6,winter,NA,NA,Epcor,,,,,,1,POS,POS,29.44,31.5,moderate,19.49,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_169,SC169,SS,20200306.08,2020,3,6,winter,NA,NA,Epcor,,,,,,1,POS,POS,25.51,27.24,high,19.56,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_020,SC20,CCSC,20171202.12,2017,12,2,autumn,53.54339256,-113.4675976,Riverdale,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_056,SC56,CCSC,20180217.13,2018,2,17,winter,53.53875408,-113.5652509,MacKinnon,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_063,SC63,CCSC,20171118.14,2017,11,18,autumn,53.54339256,-113.4675976,Riverdale,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_076,SC76,CCSC,20171212.1,2017,12,12,autumn,53.54339256,-113.4675976,Riverdale,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_083,SC83,CCSC,20190516.16,2019,5,16,spring,NA,NA,Epcor,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_089,SC89,CCSC,20190331.11,2019,3,31,spring,53.50350358,-113.5165289,Parkallen,Developed,Residential,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,No
SC_251,SC251,DS,20200412.12,2020,4,12,spring,53.56163057,-113.4365123,highlands golf course,Maintained,Golf course,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,27.64,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,Berries,No,No
SC_002,SC02,CCSC,20190314.15,2019,3,14,winter,53.51886046,-113.5401069,Hawrelak dog park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,Berries,No,No
SC_029,SC29,JF,20190317.15,2019,3,17,winter,53.65955774,-113.5851451,Riverlot 56 Natural Area,Naturalized,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,Berries,No,No
SC_042,SC42,DS,20190402.1,2019,4,2,spring,53.49588508,-113.5425332,University Farm,Naturalized,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,Berries,No,No
SC_068,SC68,,20171024.15,2017,10,24,autumn,53.51865633,-113.5399031,Hawrelak dog park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,Berries,No,No
SC_202,SC202,SS,20200329.15,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,NEG,NEG,NA,NA,absent,22.1,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_193,SC193,SS,20200418.14,2020,4,18,spring,53.45985952,-113.5585427,Hodgeson pond ,Developed,Stormwater Pond,1,2,excessive birdseed,0,NEG,NEG,NA,NA,absent,19.79,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_003,SC03,AH,20190402.07,2019,4,2,spring,53.48007662,-113.6083388,terwillegar dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_005,SC05,MR,20190317.15,2019,3,17,winter,53.50562366,-113.6085191,Westridge Park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_006,SC06,DS,20181228.13,2018,12,28,winter,53.46853626,-113.3640629,Tamarack ,Developed,Residential,0,0,NA,1,POS,POS,39.99,38.5,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_117,SC117,DS,20200103.12,2020,1,3,winter,53.51865633,-113.5399031,Hawrelak dog park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,24.74,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_227,SC227,DS,20200410.13,2020,4,10,spring,53.46523148,-113.3782119,silverberry pond,Naturalized,Stormwater Pond,0,0,NA,0,NEG,NEG,NA,NA,absent,20.55,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_027,SC27,AH,20190326.17,2019,3,26,spring,53.48007662,-113.6083388,terwillegar dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_030,SC30,DS,20190208.1,2019,2,8,winter,53.4867011,-113.5526451,Landsdowne Ravine,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_050,SC50,RS,20190305.11,2019,3,5,winter,53.53385086,-113.5366481,Emily Murphy Park,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_054,SC54,BU,20180323.15,2018,3,23,spring,53.52304016,-113.4771292,Millcreek,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_074,SC74,"DZ, JL",20190519.16,2019,5,19,spring,53.47160602,-113.6633931,Edgemont Park,Naturalized,Stormwater Pond,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_106,SC106,JK,20190910.08,2019,9,10,summer,53.4261588,-113.6332502,"181 ST, 8 Ave",Maintained,Residential,1,1,private garden,1,POS,POS,39.99,36.39,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_240,SC240,CCSC,20200404.14,2020,4,4,spring,53.49736013,-113.4370009,Roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,0,NEG,NEG,NA,NA,absent,21.33,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_220,SC220,DS,20200407.12,2020,4,7,spring,53.57012561,-113.3788992,rundle gc compost,Compost,Golf course,1,1,vegetation compost,0,NEG,NEG,NA,NA,absent,21.93,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_018,SC18,DS,20170816,2017,8,16,summer,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Compost,1,2,zoo compost access or near feeder,1,POS,POS,36,37.8,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_181,SC181,SS,20200306.1,2020,3,6,winter,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,19.91,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_019,SC19,DS,20170816,2017,8,16,summer,53.51019456,-113.5612747,zoo - compost inside fence,Compost,Compost,1,2,zoo compost access or near feeder,0,WEAK POS (low copy number),WEAK POS (low copy number),40,40,very low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_208,SC208,SS,20200329.13,2020,3,29,spring,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,29.07,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_224,SC224,CCSC,20200502,2020,5,2,spring,NA,NA,"penner yard, coyote den under house",Developed,Residential,,,,0,NEG,NEG,NA,NA,absent,21.45,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_024,SC24,,20170900,2017,9,NA,autumn,53.56432602,-113.4183913,"River Valley Trail N Side, 50St",Forest,Dog park,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,No
SC_194,SC194,SS,20200329.15,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,NEG,NEG,NA,NA,absent,22.06,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,No,No
SC_043,SC43,DS,20190117.11,2019,1,17,winter,53.48298846,-113.4273318,Mill Woods Golf Course,Maintained,Golf course,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,No,No
SC_104,SC104,JK,20190809.08,2019,8,9,summer,53.4261588,-113.6332502,"181 ST, 8 Ave",Maintained,Residential,1,1,private garden,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,No,No
SC_013,SC13,DS,20190319.16,2019,3,19,winter,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,No,No
SC_225,SC225,DS,20200416.17,2020,4,16,spring,53.55440172,-113.4073654,gold bar park,Maintained,Dog park,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,21.67,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_088,SC88,DS,20190217.09,2019,2,17,winter,53.52498494,-113.516037,South Campus compost,Compost,Compost,1,2,large compost,0,WEAK POS (low copy number),WEAK POS (low copy number),40,40,very low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_015,SC15,MR,20190317.15,2019,3,17,winter,53.50562366,-113.6085191,Westridge Park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_040,SC40,DS,20190131.1,2019,1,31,winter,53.60951723,-113.5720073,Rampart Industrial Pond,Naturalized,Stormwater Pond,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_090,SC90,DS,20190319.14,2019,3,19,winter,NA,NA,91 St dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_031,SC31,CCSC,20190208.1,2019,2,8,winter,53.52780169,-113.5154537,south campus trails,Naturalized,Walking path,1,1,near farm,1,POS,POS,35,38.12,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_107,SC107,JK,20190925.08,2019,9,25,autumn,53.4261588,-113.6332502,"181 ST, 8 Ave",Maintained,Residential,1,1,private garden,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_100,SC100,"DS, CCSC",20190331.11,2019,3,31,spring,53.50350358,-113.5165289,Parkallen,Developed,Residential,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,No
SC_011,SC11,DS,20190220.09,2019,2,20,winter,53.55105769,-113.5658438,142ST traffic circle,Developed,Residential,1,1,feeding has occurred here,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,No,No
SC_041,SC41,CCSC,20180816.11,2018,8,16,summer,53.4484378,-113.5294687,Blackmud Creek,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,No,No
SC_052,SC52,"CS, RG",20180724.13,2018,7,24,summer,53.51019456,-113.5612747,zoo - compost inside fence,Compost,Compost,1,2,zoo compost access or near feeder,1,POS,POS,35,37.23,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,No,No
SC_270,SC270,DS,20200225.14,2020,2,25,winter,53.5608597,-113.6749697,clean it green it,Compost,Compost,1,2,hyperabundant compost,0,NEG,NEG,NA,NA,absent,27.88,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,Unk,Unk
SC_073,SC73,BU,20180718.15,2018,7,18,summer,53.52304016,-113.4771292,Millcreek,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,Unk,Unk
SC_087,SC87,DS,20190402.1,2019,4,2,spring,53.49588508,-113.5425332,University Farm,Naturalized,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,Unk,Unk
SC_065,SC65,DS,20170816,2017,8,16,summer,53.51019456,-113.5612747,zoo - compost inside fence,Compost,Compost,1,2,zoo compost access or near feeder,1,POS,POS,39.99,35.63,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,Unk,Unk
SC_022,SC22,CCSC (saw coyote poop),20190325.1,2019,3,25,spring,53.50257513,-113.5185394,Parkallen Park (68 Ave E of 113St),Developed,Residential,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,Unk,Unk
SC_140,SC140,CCSC,20200201.1,2020,2,1,winter,53.53368093,-113.5474603,mayfair golf course,Maintained,Golf course,0,0,NA,0,NEG,NEG,NA,NA,absent,23.93,Apples,NoAnthro,Birdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,Berries,Yes,Yes
SC_172,SC172,SS,20200306.09,2020,3,6,winter,NA,NA,Epcor,,,,,,1,POS,POS,32.63,35.43,low,19.78,Apples,NoAnthro,Birdseed,NoUnkSeed,NatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
