object.id,scat.id,collected.by,collect.id,year,month,day,season,GPS_LAT,GPS_LONG,collect.site,ecological.type.primary,human.site.primary,anth.food.present,anth.amount,anth.food.source,em.pres,ech.qpcr,em.qpcr,ech.cp,em.cp,pathogen.load,qc,Apples,Anthro,Birdseed,UnkSeed,NatPrey,Veg,Garbage,Berries,SageAnthro,SageAnthro2
SC_211,SC211,SS,20200316.15,2020,3,16,winter,NA,NA,Epcor,,,,,,1,POS,POS,28.57,30.71,moderate,21.8,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,Yes,Yes
SC_203,SC203,SS,20200329.15,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,NEG,NEG,NA,NA,absent,21.69,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_206,SC206,SS,20200329.15,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,NEG,NEG,NA,NA,absent,21.62,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_192,SC192,SS,20200418.12,2020,4,18,spring,53.52886797,-113.6470433,Park west community garden,Naturalized,Compost,1,1,"compost present, but secured",0,NEG,NEG,NA,NA,absent,19.6,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_152,SC152,CCSC,20200201.1,2020,2,1,winter,53.53368093,-113.5474603,mayfair ski trail,Maintained,Golf course,0,0,NA,0,NEG,NEG,NA,NA,absent,24.16,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_159,SC159,CCSC,20200206.17,2020,2,6,winter,53.50257274,-113.5473138,grandview stairs,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,21.75,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_185,SC185,SS,20200418.16,2020,4,18,spring,53.49736013,-113.4370009,Roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,1,POS,POS,32.08,37.34,low,19.93,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_131,SC131,SS,20200226.09,2020,2,26,winter,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,1,NEG,POS,NA,35.46,low,24.92,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_156,SC156,SS,20200223.12,2020,2,23,winter,NA,NA,Epcor,,,,,,1,NEG,POS,NA,35.34,low,27.95,NoApples,NoAnthro,Birdseed,NoUnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_105,SC105,JK,20190825.08,2019,8,25,summer,53.4261588,-113.6332502,"181 ST, 8 Ave",Maintained,Residential,1,1,private garden,1,POS,POS,31.5,34.55,low,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,Garbage,Berries,Yes,Yes
SC_004,SC04,DS,20181228.14,2018,12,28,winter,53.47011429,-113.4057391,Kiniski Gardens,Developed,Residential,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_122,SC122,DS,20200202.17,2020,2,2,winter,53.48004141,-113.4204795,millcreek dog park north,Forest,Dog park,0,0,NA,1,POS,POS,28.18,30.98,moderate,19.91,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_044,SC44,KV,20180123.09,2018,1,23,winter,53.62702302,-113.6198624,St. Albert,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_092,SC92,MR,20190303.14,2019,3,3,winter,53.47439133,-113.6388936,Wedgewood Alley,Developed,Residential,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_072,SC72,CCSC,20171126.12,2017,11,26,autumn,53.54339256,-113.4675976,Riverdale,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_253,SC253,DS,20200329.13,2020,3,29,spring,53.44381943,-113.5012865,Bearspaw dog park,Maintained,Dog park,1,1,bird feeders,0,NEG,NEG,NA,NA,absent,26.11,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_257,SC257,DS,20200409.2,2020,4,9,spring,53.54105438,-113.5081916,king edward school,Developed,Residential,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,30.77,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_259,SC259,DS,20200409.11,2020,4,9,spring,53.54105438,-113.5081916,king edward school,Developed,Residential,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,21.22,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_265,SC265,DS,20200409.1,2020,4,9,spring,53.54105438,-113.5081916,king edward school,Developed,Residential,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,22.65,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_010,SC10,DS,20190317.14,2019,3,17,winter,53.50605047,-113.6238945,Callingwood Park,Maintained,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_226,SC226,CS,20200410.12,2020,4,10,spring,53.44154145,-113.5602891,terwillegar dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,21.61,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_245,SC245,DS,20200302.18,2020,3,2,winter,53.48004141,-113.4204795,millcreek dp N,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,21.74,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_250,SC250,CCSC,20200427.2,2020,4,27,spring,53.52780169,-113.5154537,South campus trails,Naturalized,Stormwater Pond,0,0,NA,0,POS,NEG,36.63,NA,absent,21.26,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_263,SC263,DS,20200417.18,2020,4,17,spring,53.53068746,-113.4787943,Mutart camera site 1,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,19.68,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_051,SC51,BU,20180702.14,2018,7,2,summer,53.52304016,-113.4771292,Millcreek,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_230,SC230,DS,20200407.11,2020,4,7,spring,53.56163057,-113.4365123,highlands golf course,Maintained,Golf course,1,1,right beside clubhouse restaurant,0,NEG,NEG,NA,NA,absent,21.69,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_124,SC124,DS,20200203.11,2020,2,3,winter,53.44381943,-113.5012865,Bearspaw dog park,Maintained,Dog park,1,1,bird feeders,0,NEG,NEG,NA,NA,absent,23.72,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_219,SC219,DS,20200409.11,2020,4,9,spring,53.54105438,-113.5081916,king edward school,Developed,Residential,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,20.27,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_228,SC228,DS,20200416.17,2020,4,16,spring,53.55440172,-113.4073654,gold bar park,Maintained,Dog park,1,1,fruit trees,1,POS,POS,30.06,32.45,low,21.81,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,Garbage,Berries,Yes,Yes
SC_232,SC232,DS,20200410.14,2020,4,10,spring,53.49736013,-113.4370009,roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,1,NEG,POS,NA,36.94,low,21.76,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,Garbage,Berries,Yes,Yes
SC_151,SC151,SS,20200226.09,2020,2,26,winter,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,1,POS,POS,31.72,34.27,low,20.55,NoApples,NoAnthro,NoBirdseed,NoUnkSeed,NoNatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_079,SC79,RS,20190324.16,2019,3,24,spring,53.53385086,-113.5366481,Emily Murphy Park,Forest,Walking path,0,0,NA,1,POS,POS,39.99,36.84,low,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,Berries,No,Unk
SC_103,SC103,DS,20191113.14,2019,11,13,autumn,53.51865633,-113.5399031,Hawrelak dog park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_143,SC143,CCSC,20200228.15,2020,2,28,winter,53.48625807,-113.5567811,Rainbow Valley Bridge,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,24.53,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_258,SC258,CCSC,20200323.15,2020,3,23,spring,53.53350014,-113.5367876,Emily murphy park ,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,25.45,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_078,SC78,RS,20190324.16,2019,3,24,spring,53.53385086,-113.5366481,Emily Murphy Park,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_048,SC48,DS,20190117.14,2019,1,17,winter,53.57409681,-113.5171404,Municipal airport,Naturalized,Industrial,1,2,sometimes feed,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_197,SC197,SS,20200329.16,2020,3,29,spring,53.49736013,-113.4370009,Roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,0,NEG,NEG,NA,NA,absent,18.99,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_256,SC256,DS,20200220.12,2020,2,20,winter,53.57012561,-113.3788992,rundle gc compost,Compost,Golf course,1,1,vegetation compost,0,NEG,NEG,NA,NA,absent,25.33,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_139,SC139,SS,20200223.12,2020,2,23,winter,NA,NA,Epcor,,,,,,0,NEG,NEG,NA,NA,absent,23.52,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_146,SC146,SS,20200209.12,2020,2,9,winter,NA,NA,Epcor,,,,,,0,NEG,NEG,NA,NA,absent,23.15,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_184,SC184,SS,20200306.09,2020,3,6,winter,NA,NA,Epcor,,,,,,0,NEG,NEG,NA,NA,absent,19.57,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_057,SC57,CCSC,20180224.14,2018,2,24,winter,53.53875408,-113.5652509,MacKinnon,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_067,SC67,CCSC,20171126.13,2017,11,26,autumn,53.54339256,-113.4675976,Riverdale,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_268,SC268,DS,20200329.14,2020,3,29,spring,53.44381943,-113.5012865,Bearspaw dog park,Maintained,Dog park,1,1,bird feeders,0,NEG,NEG,NA,NA,absent,19.15,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_187,SC187,SS,20200418.14,2020,4,18,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",1,NEG,POS,NA,36.68,low,19.77,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_209,SC209,SS,20200329.14,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,NEG,NEG,NA,NA,absent,17.88,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_210,SC210,SS,20200329.15,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,POS,NEG,38.11,NA,absent,21.71,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_212,SC212,SS,20200329.15,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",1,NEG,POS,NA,37.35,low,22.73,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_262,SC262,DS,20200409.11,2020,4,9,spring,53.54105438,-113.5081916,king edward school,Developed,Residential,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,30.21,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_055,SC55,DS,20190315.18,2019,3,15,winter,53.52498494,-113.516037,South Campus compost,Compost,Compost,1,2,large compost,1,POS,POS,34.24,39.37,low,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_134,SC134,CCSC,20191227,2019,12,27,winter,53.53368093,-113.5474603,mayfair golf,Maintained,Golf course,0,0,NA,0,NEG,NEG,NA,NA,absent,24.93,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_236,SC236,CCSC,20200323.16,2020,3,23,spring,53.51886046,-113.5401069,Hawrelak dog park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,21.86,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_244,SC244,DS,20200220.11,2020,2,20,winter,53.59155405,-113.3748734,hermitage dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,20.99,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_058,SC58,CCSC,20180217.14,2018,2,17,winter,53.52902378,-113.5675917,McK Bench,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_198,SC198,SS,20200418.16,2020,4,18,spring,53.49736013,-113.4370009,Roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,1,POS,POS,31.72,37.85,low,20.86,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_023,SC23,DS,20190331.15,2019,3,31,spring,53.50903511,-113.5639922,zoo - compost outside W fence,Forest,Zoo,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_099,SC99,CCSC,20180711.1,2018,7,11,summer,53.50903511,-113.5639922,zoo - compost outside south fence,Forest,Walking path,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_162,SC162,CCSC,20190914.17,2019,9,14,summer,53.45009848,-113.5763929,Open field parkland near terwilligar,Naturalized,Walking path,,,,0,NEG,NEG,NA,NA,absent,24.35,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_095,SC95,,20150504,2015,5,4,spring,53.46839403,-113.529759,Werner Park Greenfield,Developed,Residential,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,No,Unk
SC_201,SC201,SS,20200329.16,2020,3,29,spring,53.49736013,-113.4370009,Roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,0,NEG,NEG,NA,NA,absent,22.02,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,No,Unk
SC_191,SC191,SS,20200418.14,2020,4,18,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,NEG,NEG,NA,NA,absent,19.52,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,Unk
SC_061,SC61,,20171024.14,2017,10,24,autumn,53.51865633,-113.5399031,Hawrelak dog park,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,Berries,No,Unk
SC_195,SC195,SS,20200418.12,2020,4,18,spring,53.52886797,-113.6470433,Park west community garden,Naturalized,Compost,1,1,"compost present, but secured",0,NEG,NEG,NA,NA,absent,22.21,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_207,SC207,SS,20200329.16,2020,3,29,spring,53.49736013,-113.4370009,Roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,1,POS,POS,34.97,36.97,low,18.63,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_217,SC217,SS,20200329.16,2020,3,29,spring,53.49736013,-113.4370009,roper pond,Naturalized,Stormwater Pond,1,1,suspected feeding,0,NEG,NEG,NA,NA,absent,n/a,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_136,SC136,SS,20200226.09,2020,2,26,winter,53.50903511,-113.5639922,zoo - compost outside south fence,Compost,Zoo,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,22.95,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,No,Unk
SC_009,SC09,CH,20190319.17,2019,3,19,winter,53.55820648,-113.4560358,Kinnard,Forest,Walking path,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,NoGarbage,Berries,Yes,Yes
SC_142,SC142,CCSC,20200201.1,2020,2,1,winter,53.53368093,-113.5474603,mayfair golf course,Maintained,Golf course,0,0,NA,0,NEG,NEG,NA,NA,absent,24.65,Apples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,Garbage,NoBerries,Yes,Yes
SC_183,SC183,SS,20200418.12,2020,4,18,spring,53.52886797,-113.6470433,Park west community garden,Naturalized,Compost,1,1,"compost present, but secured",1,NEG,POS,NA,37.01,low,18.77,Apples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_034,SC34,MR,20190317.15,2019,3,17,winter,53.50562366,-113.6085191,Westridge Park,Forest,Dog park,0,0,NA,0,WEAK POS (low copy number),WEAK POS (low copy number),40,40,very low,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_097,SC97,,20120206.11,2012,2,6,winter,53.52498494,-113.516037,South Campus compost,Compost,Compost,1,2,large compost,1,POS,POS,39.99,35.51,low,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,Yes,Yes
SC_045,SC45,BU,20180323.14,2018,3,23,spring,53.52304016,-113.4771292,Millcreek,Forest,Walking path,0,0,NA,0,WEAK POS (low copy number),WEAK POS (low copy number),40,40,very low,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,Yes,Yes
SC_060,SC60,CCSC,20180217.14,2018,2,17,winter,53.53833101,-113.5519866,Mac - Mk trail,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,NoVeg,NoGarbage,Berries,Yes,Yes
SC_182,SC182,SS,20200418.15,2020,4,18,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",0,NEG,NEG,NA,NA,absent,19.61,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,NoVeg,NoGarbage,NoBerries,Yes,Yes
SC_035,SC35,"DS, PW",20190212.17,2019,2,12,winter,53.55040571,-113.463947,Riverside golf course,Maintained,Golf course,1,1,vegetation compost,0,NEG,NEG,NA,NA,absent,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,Berries,Yes,Yes
SC_059,SC59,CCSC,20180217.14,2018,2,17,winter,53.53833101,-113.5519866,Mac - Mk trail,Forest,Walking path,,,,0,NEG,NEG,NA,NA,absent,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,Berries,Yes,Yes
SC_129,SC129,DS,20200203.12,2020,2,3,winter,53.48460418,-113.6203734,terwilligar pond,Developed,Stormwater Pond,1,1,birdfeeders,0,NEG,NEG,NA,NA,absent,24.34,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_032,SC32,"DS, AH, RS",20190115.1,2019,1,15,winter,53.44154145,-113.5602891,terwillegar dog park,Naturalized,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_098,SC98,CCSC,20180711.11,2018,7,11,summer,53.50903511,-113.5639922,zoo - compost outside south fence,Forest,Walking path,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,NA,Apples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_038,SC38,Joel,20190307.09,2019,3,7,winter,53.45788834,-113.5237994,Blue Quill Ravine,Forest,Dog park,0,0,NA,0,NEG,NEG,NA,NA,absent,NA,NoApples,Anthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_234,SC234,CCSC,20200528.16,2020,5,28,spring,53.51019456,-113.5612747,zoo - compost inside fence,Compost,Compost,1,2,zoo compost access or near feeder,0,NEG,NEG,NA,NA,absent,21.66,NoApples,Anthro,NoBirdseed,UnkSeed,NatPrey,Veg,NoGarbage,NoBerries,Yes,Yes
SC_153,SC153,CCSC,20200125.15,2020,1,25,winter,53.51005247,-113.5629674,laurier drive,Developed,Residential,1,2,Feeding occurs here,1,POS,POS,29.32,32.79,low,26.7,NoApples,NoAnthro,NoBirdseed,UnkSeed,NatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_200,SC200,SS,20200329.15,2020,3,29,spring,53.44739355,-113.5869415,Thibault pond,Developed,Stormwater Pond,1,1,"birdfeeders, suspected feeding",1,POS,POS,35.75,37.75,low,22.04,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,NoVeg,Garbage,NoBerries,Yes,Yes
SC_255,SC255,DS,20200412.12,2020,4,12,spring,53.56163057,-113.4365123,highlands golf course,Maintained,Golf course,1,1,fruit trees,0,NEG,NEG,NA,NA,absent,23.56,NoApples,NoAnthro,NoBirdseed,UnkSeed,NoNatPrey,Veg,Garbage,NoBerries,Yes,Yes
